filename,source_file,is_synthetic,status,motor,propeller,condition,condition_desc
H483.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H484.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H048.wav,H048,False,Healthy,MH3,PR,3,High-Low RPM
H485.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H486.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H487.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H488.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H489.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H490.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H491.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H492.wav,H048,True,Healthy,MH3,PR,3,High-Low RPM
H049.wav,H049,False,Healthy,MH3,PR,4,Low-High-Low RPM
H493.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H494.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H495.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H496.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H497.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H498.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H499.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H500.wav,H049,True,Healthy,MH3,PR,4,Low-High-Low RPM
H050.wav,H050,False,Healthy,MH3,PR,5,Change in RPM with change in pitch
H501.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H502.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H503.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H504.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H505.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H506.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H507.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H508.wav,H050,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H051.wav,H051,False,Healthy,MH3,PR,6,Turn Left
H509.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H510.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H511.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H512.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H513.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H514.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H515.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H516.wav,H051,True,Healthy,MH3,PR,6,Turn Left
H052.wav,H052,False,Healthy,MH3,PR,7,Turn Right
H517.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H518.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H519.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H520.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H521.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H522.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H523.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H524.wav,H052,True,Healthy,MH3,PR,7,Turn Right
H053.wav,H053,False,Healthy,MH3,PR,8,Pitch Right
H525.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H526.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H527.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H528.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H529.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H530.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H531.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H532.wav,H053,True,Healthy,MH3,PR,8,Pitch Right
H054.wav,H054,False,Healthy,MH3,PR,9,Pitch Left
H533.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H534.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H535.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H536.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H537.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H538.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H539.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H540.wav,H054,True,Healthy,MH3,PR,9,Pitch Left
H055.wav,H055,False,Healthy,MH1,PR,1,Stable RPM
H541.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H542.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H543.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H544.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H545.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H546.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H547.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H548.wav,H055,True,Healthy,MH1,PR,1,Stable RPM
H056.wav,H056,False,Healthy,MH1,PR,2,Low-High RPM
H549.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H550.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H551.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H552.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H553.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H554.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H555.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H556.wav,H056,True,Healthy,MH1,PR,2,Low-High RPM
H057.wav,H057,False,Healthy,MH1,PR,3,High-Low RPM
H557.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H558.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H559.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H560.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H561.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H562.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H563.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H564.wav,H057,True,Healthy,MH1,PR,3,High-Low RPM
H058.wav,H058,False,Healthy,MH1,PR,4,Low-High-Low RPM
H565.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H566.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H567.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H568.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H569.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H570.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H571.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H572.wav,H058,True,Healthy,MH1,PR,4,Low-High-Low RPM
H059.wav,H059,False,Healthy,MH1,PR,5,Change in RPM with change in pitch
H573.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H574.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H575.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H576.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H577.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H578.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H579.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H580.wav,H059,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H060.wav,H060,False,Healthy,MH1,PR,6,Turn Left
H581.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H582.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H583.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H584.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H585.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H586.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H587.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H588.wav,H060,True,Healthy,MH1,PR,6,Turn Left
H061.wav,H061,False,Healthy,MH1,PR,7,Turn Right
H589.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H590.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H591.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H592.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H593.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H594.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H595.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H596.wav,H061,True,Healthy,MH1,PR,7,Turn Right
H062.wav,H062,False,Healthy,MH1,PR,8,Pitch Right
H597.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H598.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H599.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H600.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H601.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H602.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H603.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H604.wav,H062,True,Healthy,MH1,PR,8,Pitch Right
H063.wav,H063,False,Healthy,MH1,PR,9,Pitch Left
H605.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H606.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H607.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H608.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H609.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H610.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H611.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H612.wav,H063,True,Healthy,MH1,PR,9,Pitch Left
H064.wav,H064,False,Healthy,MH1,PR,1,Stable RPM
H613.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H614.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H615.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H616.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H617.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H618.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H619.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H620.wav,H064,True,Healthy,MH1,PR,1,Stable RPM
H065.wav,H065,False,Healthy,MH1,PR,2,Low-High RPM
H621.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H622.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H623.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H624.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H625.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H626.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H627.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H628.wav,H065,True,Healthy,MH1,PR,2,Low-High RPM
H066.wav,H066,False,Healthy,MH1,PR,3,High-Low RPM
H629.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H630.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H631.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H632.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H633.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H634.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H635.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H636.wav,H066,True,Healthy,MH1,PR,3,High-Low RPM
H067.wav,H067,False,Healthy,MH1,PR,4,Low-High-Low RPM
H637.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H638.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H639.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H640.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H641.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H642.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H643.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H644.wav,H067,True,Healthy,MH1,PR,4,Low-High-Low RPM
H068.wav,H068,False,Healthy,MH1,PR,5,Change in RPM with change in pitch
H645.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H646.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H647.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H648.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H649.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H650.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H651.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H652.wav,H068,True,Healthy,MH1,PR,5,Change in RPM with change in pitch
H069.wav,H069,False,Healthy,MH1,PR,6,Turn Left
H653.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H654.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H655.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H656.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H657.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H658.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H659.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H660.wav,H069,True,Healthy,MH1,PR,6,Turn Left
H070.wav,H070,False,Healthy,MH1,PR,7,Turn Right
H661.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H662.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H663.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H664.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H665.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H666.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H667.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H668.wav,H070,True,Healthy,MH1,PR,7,Turn Right
H071.wav,H071,False,Healthy,MH1,PR,8,Pitch Right
H669.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H670.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H671.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H672.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H673.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H674.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H675.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H676.wav,H071,True,Healthy,MH1,PR,8,Pitch Right
H072.wav,H072,False,Healthy,MH1,PR,9,Pitch Left
H677.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H678.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H679.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H680.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H681.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H682.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H683.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H684.wav,H072,True,Healthy,MH1,PR,9,Pitch Left
H073.wav,H073,False,Healthy,MH2,PR,1,Stable RPM
H685.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H686.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H687.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H688.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H689.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H690.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H691.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H692.wav,H073,True,Healthy,MH2,PR,1,Stable RPM
H074.wav,H074,False,Healthy,MH2,PR,2,Low-High RPM
H693.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H694.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H695.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H696.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H697.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H698.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H699.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H700.wav,H074,True,Healthy,MH2,PR,2,Low-High RPM
H075.wav,H075,False,Healthy,MH2,PR,3,High-Low RPM
H701.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H702.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H703.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H704.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H705.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H706.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H707.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H708.wav,H075,True,Healthy,MH2,PR,3,High-Low RPM
H076.wav,H076,False,Healthy,MH2,PR,4,Low-High-Low RPM
H709.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H710.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H711.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H712.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H713.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H714.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H715.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H716.wav,H076,True,Healthy,MH2,PR,4,Low-High-Low RPM
H077.wav,H077,False,Healthy,MH2,PR,5,Change in RPM with change in pitch
H717.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H718.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H719.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H720.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H721.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H722.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H723.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H724.wav,H077,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H078.wav,H078,False,Healthy,MH2,PR,6,Turn Left
H725.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H726.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H727.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H728.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H729.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H730.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H731.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H732.wav,H078,True,Healthy,MH2,PR,6,Turn Left
H079.wav,H079,False,Healthy,MH2,PR,7,Turn Right
H733.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H734.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H735.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H736.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H737.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H738.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H739.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H740.wav,H079,True,Healthy,MH2,PR,7,Turn Right
H080.wav,H080,False,Healthy,MH2,PR,8,Pitch Right
H741.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H742.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H743.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H744.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H745.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H746.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H747.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H748.wav,H080,True,Healthy,MH2,PR,8,Pitch Right
H081.wav,H081,False,Healthy,MH2,PR,9,Pitch Left
H749.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H750.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H751.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H752.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H753.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H754.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H755.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H756.wav,H081,True,Healthy,MH2,PR,9,Pitch Left
H082.wav,H082,False,Healthy,MH4,PR,1,Stable RPM
H757.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H758.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H759.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H760.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H761.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H762.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H763.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H764.wav,H082,True,Healthy,MH4,PR,1,Stable RPM
H083.wav,H083,False,Healthy,MH4,PR,2,Low-High RPM
H765.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H766.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H767.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H768.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H769.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H770.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H771.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H772.wav,H083,True,Healthy,MH4,PR,2,Low-High RPM
H084.wav,H084,False,Healthy,MH4,PR,3,High-Low RPM
H773.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H774.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H775.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H776.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H777.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H778.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H779.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H780.wav,H084,True,Healthy,MH4,PR,3,High-Low RPM
H085.wav,H085,False,Healthy,MH4,PR,4,Low-High-Low RPM
H781.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H782.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H783.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H784.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H785.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H786.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H787.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H788.wav,H085,True,Healthy,MH4,PR,4,Low-High-Low RPM
H086.wav,H086,False,Healthy,MH4,PR,5,Change in RPM with change in pitch
H789.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H790.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H791.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H792.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H793.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H794.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H795.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H796.wav,H086,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H087.wav,H087,False,Healthy,MH4,PR,6,Turn Left
H797.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H798.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H799.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H800.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H801.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H802.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H803.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H804.wav,H087,True,Healthy,MH4,PR,6,Turn Left
H088.wav,H088,False,Healthy,MH4,PR,7,Turn Right
H805.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H806.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H807.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H808.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H809.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H810.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H811.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H812.wav,H088,True,Healthy,MH4,PR,7,Turn Right
H089.wav,H089,False,Healthy,MH4,PR,8,Pitch Right
H813.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H814.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H815.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H816.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H817.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H818.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H819.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H820.wav,H089,True,Healthy,MH4,PR,8,Pitch Right
H090.wav,H090,False,Healthy,MH4,PR,9,Pitch Left
H821.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H822.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H823.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H824.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H825.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H826.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H827.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H828.wav,H090,True,Healthy,MH4,PR,9,Pitch Left
H091.wav,H091,False,Healthy,MH3,PR,1,Stable RPM
H829.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H830.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H831.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H832.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H833.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H834.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H835.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H836.wav,H091,True,Healthy,MH3,PR,1,Stable RPM
H092.wav,H092,False,Healthy,MH3,PR,2,Low-High RPM
H837.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H838.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H839.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H840.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H841.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H842.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H843.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H844.wav,H092,True,Healthy,MH3,PR,2,Low-High RPM
H093.wav,H093,False,Healthy,MH3,PR,3,High-Low RPM
H845.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H846.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H847.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H848.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H849.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H850.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H851.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H852.wav,H093,True,Healthy,MH3,PR,3,High-Low RPM
H094.wav,H094,False,Healthy,MH3,PR,4,Low-High-Low RPM
H853.wav,H094,True,Healthy,MH3,PR,4,Low-High-Low RPM
H854.wav,H094,True,Healthy,MH3,PR,4,Low-High-Low RPM
H855.wav,H094,True,Healthy,MH3,PR,4,Low-High-Low RPM
H856.wav,H094,True,Healthy,MH3,PR,4,Low-High-Low RPM
